,player_id,Pass,Carry,Dribble,Shot,Duel,Pressure,Block,Ball Recovery,Interception,Clearance,successful_passes,all_passes,avg_pass_length,avg_pass_angle,pass_success_rate,longest_forward_pass,pressure_count,total_distance,avg_progression,avg_directness,total_width_change,avg_speed,ground_pass,high_pass,low_pass,Center Back,Center Midfield,Goalkeeper,Left Back,Striker,Wide Midfield,start_attacking_center,start_attacking_left,start_attacking_right,start_defensive_center,start_defensive_left,start_defensive_right,start_middle_center,start_middle_left,start_middle_right,end_attacking_center,end_attacking_left,end_attacking_right,end_defensive_center,end_defensive_left,end_defensive_right,end_middle_center,end_middle_left,end_middle_right,total_xg,foul_won_total,foul_committed_total,counterpress_count,pass_switch,pass_cut_back,aerial_duels_won,avg_duration,avg_opponent_distance,avg_teammate_distance,avg_opponent_count,avg_teammate_count,total_packing
10,3089.0,228,196,8,11,6,63,7,17,0,2,171.0,228.0,20.958141337719297,0.15773288039473682,0.75,57.099999999999994,175.0,6041.382572108378,2.298870765370138,0.12241114592044978,3964.3,8.564783918963421,0.7543859649122807,0.18859649122807018,0.05701754385964912,0.0,0.9573400250941029,0.0,0.0,0.03262233375156838,0.010037641154328732,0.23086574654956085,0.07653701380175659,0.12421580928481807,0.07026348808030113,0.00878293601003764,0.030112923462986198,0.24090338770388958,0.07904642409033877,0.13927227101631118,0.27478042659974905,0.07904642409033877,0.11794228356336262,0.06900878293601004,0.010037641154328732,0.026348808030112924,0.20326223337515684,0.08657465495608532,0.1329987452948557,0.862653012,0,0,18.0,14,0,6,1.2345684442874565,7.298193737949909,11.802708293203558,1.963611859838275,0.715633423180593,694.0
11,3097.0,70,60,0,1,3,8,1,1,0,0,66.0,70.0,18.67833070714286,-0.06600545742857143,0.9428571428571428,34.0,14.0,1596.98652595717,1.6193396226415093,0.09290180535837365,1270.2,8.3344404674532,0.8714285714285714,0.1,0.02857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.21226415094339623,0.03773584905660377,0.04245283018867924,0.04245283018867924,0.009433962264150943,0.0,0.4716981132075472,0.07075471698113207,0.11320754716981132,0.1792452830188679,0.06132075471698113,0.0660377358490566,0.0330188679245283,0.009433962264150943,0.0,0.4481132075471698,0.08018867924528301,0.12264150943396226,0.030512892,0,0,1.0,2,0,0,1.3150365524137932,8.114193224445005,9.589370217326087,1.3526570048309179,1.1207729468599035,147.0
12,3153.0,19,7,0,0,1,5,1,1,2,2,13.0,19.0,19.88891873157895,-0.895808171368421,0.6842105263157895,31.8,17.0,391.83887930355843,3.5638297872340425,0.1382508733538928,179.79999999999995,6.38582502105697,0.42105263157894735,0.42105263157894735,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.1702127659574468,0.3829787234042553,0.0,0.0425531914893617,0.3404255319148936,0.0,0.02127659574468085,0.1276595744680851,0.0,0.19148936170212766,0.3191489361702128,0.0,0.0851063829787234,0.2553191489361702,0.0,0.0,0,0,0.0,0,0,0,1.1165911794871795,6.006689849019195,9.74881269918444,1.4666666666666666,1.0888888888888888,50.0
13,3167.0,409,342,0,4,11,32,11,25,4,17,373.0,409.0,20.594889207579463,-0.6947930549831296,0.9119804400977995,71.30000000000001,105.0,9883.925816955747,2.767320261437909,0.14308301915337407,6243.0,7.720672680614841,0.8141809290953546,0.14425427872860636,0.04156479217603912,1.0,0.0,0.0,0.0,0.0,0.0,0.025326797385620915,0.06699346405228758,0.0,0.16339869281045752,0.13480392156862744,0.007352941176470588,0.315359477124183,0.2826797385620915,0.004084967320261438,0.05718954248366013,0.0857843137254902,0.0016339869281045752,0.17401960784313725,0.10212418300653595,0.006535947712418301,0.32189542483660133,0.24591503267973855,0.004901960784313725,0.163332276,4,0,12.0,3,0,6,1.4620106348271888,10.147699439666086,12.411753939885354,0.726457399103139,0.5569506726457399,798.0
14,3193.0,265,227,6,9,6,64,7,23,0,2,238.0,265.0,15.463330923396228,-0.5564930227698113,0.8981132075471698,40.3,120.0,5568.704013642134,0.13630434782608697,-0.009078077835253669,3483.9,6.582306446510172,0.8339622641509434,0.0830188679245283,0.0830188679245283,0.0,0.43478260869565216,0.0,0.0,0.0,0.5652173913043478,0.14021739130434782,0.25,0.06521739130434782,0.0391304347826087,0.03369565217391304,0.014130434782608696,0.1282608695652174,0.26956521739130435,0.059782608695652176,0.16630434782608697,0.22826086956521738,0.0641304347826087,0.042391304347826085,0.041304347826086954,0.016304347826086956,0.13804347826086957,0.2467391304347826,0.05652173913043478,2.312069821,0,0,14.0,5,True,True,1.4932130848722045,8.812052987327833,13.753584232517808,1.5308483290488433,0.5616966580976864,440.0
15,3205.0,562,434,6,0,9,62,12,22,6,9,497.0,562.0,20.260522040213523,-0.9710167288843417,0.8843416370106761,60.6,144.0,13358.453240002502,1.2954943679599498,0.07844472671169131,8599.8,7.9182725238558,0.7669039145907474,0.1103202846975089,0.12277580071174377,0.30851063829787234,0.0,0.0,0.6914893617021277,0.0,0.0,0.030037546933667083,0.14580725907384232,0.0,0.0625782227784731,0.14080100125156444,0.0012515644555694619,0.20963704630788485,0.3992490613266583,0.010638297872340425,0.04505632040050062,0.15644555694618273,0.005632040050062578,0.09073842302878599,0.11201501877346684,0.0018773466833541927,0.2146433041301627,0.36107634543178974,0.012515644555694618,0.0,1,0,29.0,15,True,7,1.4711235255738138,8.458758659272167,12.539766006704983,0.9433258762117822,0.43922445935868754,1017.0
16,3244.0,558,459,0,1,12,30,7,17,0,24,523.0,558.0,21.78485471577061,-0.5006551793620072,0.9372759856630825,81.1,145.0,14769.298094336682,2.532142857142857,0.14646670153392538,11395.9,7.959268043481262,0.8566308243727598,0.09498207885304659,0.04838709677419355,1.0,0.0,0.0,0.0,0.0,0.0,0.01293103448275862,0.0067733990147783255,0.0,0.29002463054187194,0.07450738916256158,0.003078817733990148,0.4876847290640394,0.11391625615763547,0.011083743842364532,0.023399014778325122,0.022783251231527094,0.003694581280788177,0.25738916256157635,0.06157635467980296,0.010467980295566502,0.4525862068965517,0.12807881773399016,0.04002463054187192,0.07156796,2,0,14.0,18,0,15,1.807193055673524,10.070272184089113,13.665334954436686,0.7131147540983607,0.3620218579234973,765.0
17,3265.0,14,11,1,3,4,15,1,3,0,2,11.0,14.0,13.154925642857142,-0.11925389714285715,0.7857142857142857,7.700000000000003,19.0,282.843762474697,-0.14772727272727273,0.01477818898381461,152.4,4.728291526229139,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.06818181818181818,0.10227272727272728,0.10227272727272728,0.022727272727272728,0.0,0.3181818181818182,0.011363636363636364,0.10227272727272728,0.2840909090909091,0.06818181818181818,0.09090909090909091,0.09090909090909091,0.03409090909090909,0.011363636363636364,0.29545454545454547,0.022727272727272728,0.10227272727272728,0.14272762099999997,0,0,4.0,0,0,4,0.842146551724138,16.244398408294355,22.108257628992,1.8148148148148149,0.7283950617283951,27.0
18,3289.0,56,58,3,11,8,14,3,13,1,2,37.0,56.0,13.486228305357143,-0.18583637910714287,0.6607142857142857,32.3,130.0,1186.9176860036691,1.3703363914373088,0.06833766220790058,702.6999999999999,6.451929926757661,0.75,0.08928571428571429,0.16071428571428573,0.0,0.0,0.0,0.0,1.0,0.0,0.5259938837920489,0.10397553516819572,0.06116207951070336,0.021406727828746176,0.0030581039755351682,0.0061162079510703364,0.14984709480122324,0.08256880733944955,0.045871559633027525,0.5504587155963303,0.09785932721712538,0.06422018348623854,0.021406727828746176,0.0030581039755351682,0.0061162079510703364,0.1345565749235474,0.07339449541284404,0.04892966360856269,1.751173472,1,0,2.0,True,0,7,0.9132317189675675,16.807629206546714,22.782448290751766,2.2675585284280935,0.6789297658862876,109.0
19,3306.0,269,207,1,2,12,40,13,12,10,11,244.0,269.0,16.92562962936803,0.8664261532472118,0.9070631970260223,65.3,64.0,5679.026837874847,2.342659974905897,0.14649751240349382,3265.4,6.885164480662062,0.79182156133829,0.09293680297397769,0.11524163568773234,0.0,0.0,0.0,1.0,0.0,0.0,0.05144291091593475,0.0,0.10790464240903387,0.1028858218318695,0.0012547051442910915,0.17565872020075282,0.1618569636135508,0.0012547051442910915,0.397741530740276,0.06524466750313676,0.0,0.1342534504391468,0.11417816813048934,0.0012547051442910915,0.14429109159347553,0.18318695106649938,0.002509410288582183,0.35508155583437895,0.106937035,0,0,14.0,2,0,6,1.4656241641111112,7.803024851069312,11.775728048818193,1.1711309523809523,0.6026785714285714,548.0
20,3308.0,353,257,2,1,11,45,8,23,2,6,313.0,353.0,18.14109170963173,1.0922877954674222,0.886685552407932,65.80000000000001,107.0,7195.0981977603715,0.39830508474576276,0.02782430391437909,4350.4,7.430338479213499,0.7393767705382436,0.1501416430594901,0.11048158640226628,0.0,0.0,0.0,1.0,0.0,0.0,0.053838484546360914,0.006979062811565304,0.29411764705882354,0.038883349950149554,0.0,0.10967098703888335,0.054835493519441676,0.0029910269192422734,0.4386839481555334,0.08175473579262213,0.0029910269192422734,0.27218344965104685,0.05583250249252243,0.0,0.09870388833499502,0.07477567298105683,0.004985044865403789,0.4087736789631107,0.08902558,2,0,19.0,10,0,9,1.221131463443828,8.658432641471812,13.189449609610163,0.980884109916368,0.45997610513739545,548.0
21,3325.0,56,55,3,4,11,55,5,11,0,2,39.0,56.0,15.129454894642858,0.3499093008928571,0.6964285714285714,44.900000000000006,100.0,1108.9608507341484,0.25659824046920804,-0.015721301038575445,777.9,6.742432718195039,0.5357142857142857,0.16071428571428573,0.30357142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.41055718475073316,0.06158357771260997,0.093841642228739,0.02346041055718475,0.005865102639296188,0.0,0.28152492668621704,0.07038123167155426,0.05278592375366569,0.40762463343108507,0.05865102639296188,0.093841642228739,0.02346041055718475,0.005865102639296188,0.0,0.2785923753665689,0.07624633431085044,0.05571847507331378,1.573697443,0,0,10.0,0,0,5,0.9316638617098214,13.524384440687301,18.44880267532877,2.0332225913621262,0.8538205980066446,93.0
22,3378.0,42,32,0,0,1,13,3,2,0,2,33.0,42.0,19.173878157142855,-0.9134761450714286,0.7857142857142857,58.699999999999996,23.0,932.3642480660816,2.147286821705426,0.13499026491320068,465.40000000000003,7.862656726289725,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15503875968992248,0.0,0.09302325581395349,0.2558139534883721,0.0,0.046511627906976744,0.4496124031007752,0.0,0.007751937984496124,0.16279069767441862,0.0,0.10077519379844961,0.23255813953488372,0.0,0.07751937984496124,0.4186046511627907,0.0,0.0,1,0,1.0,0,0,0,1.1117659273958334,6.578821352376656,12.333586319294637,1.1782178217821782,0.49504950495049505,91.0
23,3382.0,87,64,2,0,6,17,3,1,1,6,77.0,87.0,20.32512126091954,1.3501314548425287,0.8850574712643678,46.5,45.0,2043.9077767158299,-0.4795366795366797,0.0009897291570201078,1227.9,7.5168332068771555,0.6551724137931034,0.22988505747126436,0.11494252873563218,0.33976833976833976,0.0,0.0,0.6602316602316602,0.0,0.0,0.023166023166023165,0.0,0.22393822393822393,0.06177606177606178,0.0,0.06177606177606178,0.08494208494208494,0.0,0.5444015444015444,0.05405405405405406,0.0,0.21235521235521235,0.08108108108108109,0.0,0.0694980694980695,0.11583011583011583,0.007722007722007722,0.4594594594594595,0.0,0,0,6.0,3,0,3,1.3475283560209426,7.081884910210062,11.924630604073782,1.0956937799043063,0.5454545454545454,132.0
24,3468.0,306,198,0,0,0,1,0,23,0,0,225.0,306.0,39.4396229124183,0.16616584160294118,0.7352941176470589,103.4,132.0,13277.763796892754,12.46124694376528,0.37166896759160645,6079.7,8.642831299905646,0.5718954248366013,0.40522875816993464,0.02287581699346405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9474327628361858,0.014669926650366748,0.019559902200488997,0.01589242053789731,0.0012224938875305623,0.0012224938875305623,0.035452322738386305,0.01589242053789731,0.008557457212713936,0.7200488997555012,0.0488997555012225,0.05134474327628362,0.07579462102689487,0.022004889975550123,0.022004889975550123,0.0,0,0,0.0,12,0,0,2.2702683806499997,16.09785218714408,15.333870511020399,0.32461538461538464,0.3507692307692308,664.0
25,3477.0,112,99,3,14,18,129,4,14,0,3,79.0,112.0,15.157072825,0.24735830626785713,0.7053571428571429,39.0,166.0,2398.003679361109,0.5224328593996839,0.03274405253549636,1553.6,9.070172132648455,0.6875,0.15178571428571427,0.16071428571428573,0.0,0.0,0.0,0.0,1.0,0.0,0.3665086887835703,0.05529225908372828,0.10426540284360189,0.044233807266982623,0.018957345971563982,0.017377567140600316,0.21800947867298578,0.04739336492890995,0.12796208530805686,0.3712480252764613,0.0631911532385466,0.10426540284360189,0.044233807266982623,0.017377567140600316,0.018957345971563982,0.21484992101105846,0.05055292259083728,0.11532385466034756,1.566969444,5,1,39.0,4,True,14,0.8634145249099099,11.16642313341572,16.08758282947849,2.271276595744681,0.8475177304964538,220.0
26,3493.0,72,66,0,1,3,18,5,3,0,2,66.0,72.0,17.70588087638889,-0.36712741111111113,0.9166666666666666,55.3,43.0,1500.789691613316,0.8264,0.034745782885556,1034.4,8.03567540761081,0.8611111111111112,0.09722222222222222,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.224,0.084,0.0,0.096,0.036,0.024,0.368,0.132,0.036,0.204,0.096,0.016,0.096,0.036,0.024,0.352,0.132,0.044,0.0499945,0,0,8.0,3,0,True,1.080764319011173,5.731980891052399,9.084650296842346,2.075,1.1041666666666667,126.0
27,3500.0,405,325,2,4,14,69,15,23,3,11,371.0,405.0,18.334583829382716,0.10151052803209877,0.9160493827160494,54.2,187.0,8765.839098143671,1.6402566158781076,0.08135256102104023,5847.5,7.302940720201081,0.8197530864197531,0.08888888888888889,0.09135802469135802,0.0,1.0,0.0,0.0,0.0,0.0,0.08259823576583801,0.028869286287089013,0.08259823576583801,0.17321571772253408,0.020048115477145148,0.052125100240577385,0.33440256615878106,0.057738572574178026,0.16840417000801924,0.09141940657578188,0.03528468323977546,0.10585404971932638,0.16279069767441862,0.024859663191659984,0.04891740176423416,0.30553327987169204,0.05854049719326383,0.16680032076984763,0.15239832,2,0,25.0,5,0,10,1.2843651861121077,6.394489949265793,10.112228361742659,1.915936952714536,1.0674255691768826,819.0
28,3533.0,35,22,0,3,1,7,0,2,0,0,23.0,35.0,22.528917417142857,-0.3666165357142857,0.6571428571428571,54.599999999999994,27.0,980.2255403533026,1.1192307692307688,-0.03916085608112767,592.6,8.764994871218196,0.5428571428571428,0.2857142857142857,0.17142857142857143,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0,0.09615384615384616,0.2692307692307692,0.125,0.0673076923076923,0.057692307692307696,0.0,0.08653846153846154,0.2692307692307692,0.028846153846153848,0.18269230769230768,0.21153846153846154,0.11538461538461539,0.057692307692307696,0.0673076923076923,0.0,0.0673076923076923,0.25,0.04807692307692308,0.86952379,0,0,0.0,0,0,2,1.355070135135135,8.11398100869663,10.840778093703497,1.71875,0.6979166666666666,73.0
29,3567.0,15,10,0,0,1,8,2,2,0,1,10.0,15.0,14.019151493333334,0.21492252106666668,0.6666666666666666,29.9,16.0,274.46616758299257,0.44181818181818144,0.07417295756681291,179.29999999999998,5.7337381038301345,0.7333333333333333,0.2,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.14545454545454545,0.05454545454545454,0.09090909090909091,0.05454545454545454,0.07272727272727272,0.07272727272727272,0.2909090909090909,0.0,0.21818181818181817,0.16363636363636364,0.05454545454545454,0.12727272727272726,0.10909090909090909,0.05454545454545454,0.07272727272727272,0.23636363636363636,0.01818181818181818,0.16363636363636364,0.0,1,0,5.0,0,0,3,1.0889819761904762,9.149739286715974,13.983992362515373,2.372549019607843,1.3333333333333333,26.0
30,3570.0,298,246,5,7,9,76,5,25,7,6,265.0,298.0,18.28744737885906,0.20643713890268456,0.889261744966443,49.099999999999994,137.0,6795.427587088548,1.9743615934627172,0.12773222572269613,4812.1,7.146022432440807,0.8288590604026845,0.09395973154362416,0.07718120805369127,0.0,1.0,0.0,0.0,0.0,0.0,0.11235955056179775,0.03268641470888662,0.06332992849846783,0.08682328907048008,0.008171603677221655,0.03268641470888662,0.4525025536261491,0.06945863125638406,0.14198161389172625,0.12665985699693566,0.04800817160367722,0.07252298263534218,0.07763023493360573,0.010214504596527068,0.026557711950970377,0.4014300306435138,0.09601634320735444,0.14096016343207354,0.22892275,1,0,30.0,11,0,5,1.2082533432358757,6.601898059462325,9.940537790860418,1.8186753528773072,1.0401737242128122,661.0
31,3575.0,158,128,2,1,15,21,6,14,1,4,136.0,158.0,19.431424847468353,1.2436998857594936,0.8607594936708861,48.00000000000001,66.0,3587.417740830282,1.2135245901639342,0.07610052202399983,2368.6,6.949799053650825,0.7341772151898734,0.15822784810126583,0.10759493670886076,0.0,0.0,0.0,1.0,0.0,0.0,0.0389344262295082,0.004098360655737705,0.13729508196721313,0.06557377049180328,0.0,0.20081967213114754,0.11885245901639344,0.010245901639344262,0.42418032786885246,0.07581967213114754,0.00819672131147541,0.1168032786885246,0.0860655737704918,0.0,0.1864754098360656,0.16188524590163936,0.012295081967213115,0.3524590163934426,0.0076609575,1,0,6.0,7,0,8,1.3213214337458563,8.385946592814017,13.189682351189669,1.2405345211581291,0.5902004454342984,285.0
32,3604.0,13,7,0,2,3,13,1,1,0,1,9.0,13.0,9.83256933846154,0.3550495446153846,0.6923076923076923,13.5,25.0,139.1916481781515,-0.41176470588235325,-0.040973623041214116,86.8,6.382960870671154,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,0.4823529411764706,0.03529411764705882,0.07058823529411765,0.011764705882352941,0.0,0.0,0.25882352941176473,0.08235294117647059,0.058823529411764705,0.47058823529411764,0.047058823529411764,0.07058823529411765,0.011764705882352941,0.0,0.0,0.24705882352941178,0.08235294117647059,0.07058823529411765,0.15692538,2,0,2.0,0,0,4,0.4919624682765958,15.187967495834226,20.523673371503428,2.3506493506493507,0.8961038961038961,8.0
33,3620.0,60,48,1,4,12,50,5,8,2,8,42.0,60.0,20.296241641666665,0.4434682973,0.7,45.400000000000006,114.0,1531.8283863740264,0.565615141955836,0.027443562610740956,1039.9,5.31581538069184,0.6666666666666666,0.2,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.21451104100946372,0.06309148264984227,0.08832807570977919,0.11987381703470032,0.022082018927444796,0.031545741324921134,0.2113564668769716,0.12302839116719243,0.12618296529968454,0.23659305993690852,0.056782334384858045,0.07255520504731862,0.1167192429022082,0.031545741324921134,0.031545741324921134,0.2082018927444795,0.10725552050473186,0.138801261829653,0.24558237100000002,1,0,11.0,4,0,6,0.8758633513513514,9.779392770821126,13.743998372903986,2.2649006622516556,1.185430463576159,149.0
